uuid,short_id,hypothesis,categories,paper,questions,data_folder
d36654ed-2cd6-41c1-84f9-1a3a16be3de5,bix-40,Fungi have a higher number and percentage of variable sites in their alignments compared to animals.,"['Whole Genome Sequencing (WGS)', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""What percentage of BUSCO genes show zero variable sites in animal alignments compared to fungal alignments?"", ""options"": [""97% in animals vs 49% in fungi"", ""50% in animals vs 50% in fungi"", ""95% in animals vs 5% in fungi"", ""15% in animals vs 85% in fungi""]}, {""question"": ""What is the median number of variable sites per BUSCO gene alignment in fungal species?"", ""options"": [""19 sites"", ""12 sites"", ""35 sites"", ""44 sites""]}, {""question"": ""What percentage of fungal BUSCO genes show greater than 3.8% variable sites in their alignments?"", ""options"": [""25%"", ""15%"", ""45%"", ""50%""]}, {""question"": ""What is the BUSCO gene ID showing the highest percentage of variable sites among all animal alignments?"", ""options"": [""1193442at2759"", ""1620056at2759"", ""1194797at2759"", ""1014314at2759""]}, {""question"": ""What percentage of animal orthologous genes contain zero variable sites?"", ""options"": [""90%"", ""50%"", ""75%"", ""25%""]}, {""question"": ""What is the absolute difference in variable sites between animals and fungi for ortholog 1014314at2759?"", ""options"": [""9 sites"", ""27 sites"", ""15 sites"", ""21 sites""]}]",CapsuleFolder-d36654ed-2cd6-41c1-84f9-1a3a16be3de5.zip
8b462015-86ab-434f-29e1-04dda1588031,bix-41,"Co-culturing the strains with single-gene knockouts (ΔrhlI and ΔlasI) in the reciprocal QS pathways rhl and las, restores wildtype swarming behavior for the population as a whole, albeit in a density-dependent manner.",['Imaging'],https://doi.org/10.17912/micropub.biology.001326,"[{""question"": ""According to Dunnett's test comparing co-culture groups to the wild-type, at the significance threshold of 0.05, which of the following ratios of \u0394rhlI:\u0394lasI co-culture failed to demonstrate statistical equivalence to wild-type in both area and circularity measurements? (\u0394rhlI is Strain 287; \u0394lasI is Strain 98;  wild-type is Strain 1)"", ""options"": [""5:1"", ""10:1"", ""3:1"", ""2:1""]}, {""question"": ""What is the p-value threshold that defines statistical significance for the difference in colony area between co-culture conditions and wild-type in the analysis?"", ""options"": [""0.01"", ""0.1"", ""0.001"", ""0.05""]}, {""question"": ""What is the mean difference in circularity between the \u0394lasI mutant (Strain 98) and the wild-type (Strain 1)?"", ""options"": [""0.73"", ""0.43"", ""0.53"", ""0.63""]}, {""question"": ""How many different co-culture ratios demonstrate significant differences from wild-type (Strain 1) in both area and circularity measurements?"", ""options"": [""6"", ""7"", ""5"", ""4""]}, {""question"": ""At what ratio of \u0394rhlI:\u0394lasI does swarming behavior most closely match wildtype phenotype based on the means for both area and circularity measurements?"", ""options"": [""1:1"", ""5:1"", ""3:1"", ""10:1""]}]",CapsuleFolder-8b462015-86ab-434f-29e1-04dda1588031.zip
27821d45-94e6-4f4e-a914-e66ffaefdd3f,bix-42,Multimodal integration of RNA expression data and DNA methylation data improves the accuracy of colon cancer survival prediction compared to single-modality models.,"['Machine Learning and Artificial Intelligence', 'Integrative Omics', 'Transcriptomics', 'Genomics', 'Other']",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0305268,"[{""question"": ""How many patients in the provided dataset can be used for survival prediction using integrated RNA expression and DNA methylation data?"", ""options"": [""447"", ""328"", ""267"", ""39""]}, {""question"": ""What is the skewness of the distribution of RNA expression data?"", ""options"": [""Normally distributed"", ""Highly left-skewed"", ""Minimally right-skewed"", ""Highly right-skewed""]}, {""question"": ""Which dataset (Methylation or Expression), or their integration, demonstrates the strongest predictive power for patient survival among those provided?"", ""options"": [""RNA Expression"", ""Equal between Methylation and Expression"", ""DNA Methylation"", ""Integrated Methylation and Expression""]}]",CapsuleFolder-27821d45-94e6-4f4e-a914-e66ffaefdd3f.zip
15ff11e5-2db1-45b6-b3a3-46bc2a74b821,bix-43,combination treatment of CBD and chemotheraputics of CRC cells enriches for cell cycle regulation and apoptosis processes,"['RNA-seq', 'Differential Expression Analysis', 'Transcriptomics']","https://zenodo.org/records/8353706, https://www.mdpi.com/1422-0067/24/19/14743","[{""question"": ""When comparing CBD/cisplatin combination treatment to DMSO control, which cellular process shows the strongest statistical significance in a GO Biological Process enrichment analysis?"", ""options"": [""Fatty acid metabolism"", ""mRNA processing"", ""Immune system response"", ""Negative regulation of epithelial cell proliferation""]}, {""question"": ""What is the odds ratio for p53-mediated cell cycle gene regulation when performing a Reactome pathway analysis of CBD/cisplatin combination treatment?"", ""options"": [""9.45"", ""6.02"", ""4.86"", ""15.34""]}, {""question"": ""How many genes show significant differential expression (padj < 0.05, |log2FoldChange| > 0.5) in the CBD/cisplatin combination treatment compared to DMSO control?"", ""options"": [""955"", ""1761"", ""2757"", ""679""]}, {""question"": ""What proportion of regulated genes in the CBD/cisplatin treatment contribute to the enrichment of p53-regulated cell cycle process identified in the Reactome pathway analysis?"", ""options"": [""8/49"", ""6/44"", ""4/17"", ""3/9""]}, {""question"": ""What is the primary cellular mechanism enriched in the CBD/cisplatin combination treatment according to pathway analysis?"", ""options"": [""Immune system activation"", ""Cell adhesion and matrix organization"", ""Metabolic pathway regulation"", ""p53-mediated cell cycle regulation""]}, {""question"": ""What is the adjusted p-value for enrichment of cytoskeleton organization processes in the enrichment analysis?"", ""options"": [""0.103838"", ""0.399388"", ""0.261997"", ""0.231793""]}, {""question"": ""How many differentially regulated genes contribute to the the p53-mediated cell cycle regulation pathway enrichment?\n"", ""options"": [""10"", ""8"", ""6"", ""5""]}]",CapsuleFolder-15ff11e5-2db1-45b6-b3a3-46bc2a74b821.zip
2ed9023e-75d7-40fe-a425-b6b84ac8329c,bix-44,Fungi have a higher number of sites with compositional bias compared to animals. ,"['Whole Genome Sequencing (WGS)', 'Phylogenetics and Evolutionary Analysis', 'Genomics']",Not Available,"[{""question"": ""What is the median compositional bias value for fungal protein sequences in the analyzed BUSCO gene alignments?"", ""options"": [""-0.2"", ""0.42"", ""0.0"", ""0.15""]}, {""question"": ""What percentage of alignment sites in animal BUSCO genes show compositional bias values above 0.4?"", ""options"": [""22%"", ""35%"", ""15%"", ""8%""]}, {""question"": ""How many individual alignment sites in fungal BUSCO genes demonstrate compositional bias values exceeding 0.75?"", ""options"": [""7,615"", ""9,980"", ""2,845"", ""5,230""]}]",CapsuleFolder-2ed9023e-75d7-40fe-a425-b6b84ac8329c.zip
ebc7c8a6-ba34-46db-bf8c-b3e310434ba9,bix-45,Animals will have lower compositional biases than fungi.,"['Whole Genome Sequencing (WGS)', 'Genomics']",Not Available,"[{""question"": ""Based on the average relative compositional variability (RCV) across orthologous genes, what is the relationship between animals and fungi compositional biases?"", ""options"": [""There are no statistical differences between animals and fungi RCV values, indicating no compositional biases."", ""Fungi and animals both have high RCV values, indicating equal compositional biases."", ""Animals have a lower average RCV value compared to fungi, indicating lower compositional biases."", ""Fungi have lower RCV values compared to animals, indicating lower compositional biases.""]}, {""question"": ""What is the median RCV score for fungal orthologs in the dataset?"", ""options"": [""0.22"", ""0.32"", ""0.27"", ""0.15""]}, {""question"": ""What percentage of orthologous genes show an RCV score above 0.25 in the animal dataset?"", ""options"": [""7%"", ""12%"", ""39%"", ""24%""]}, {""question"": ""What is the effect size (calculated as difference in medians divided by pooled standard deviation) of the RCV score difference between animals and fungi?"", ""options"": [""-0.62"", ""-0.22"", ""0.42"", ""0.32""]}, {""question"": ""What is the median RCV value difference between animals and fungi?"", ""options"": [""0.12"", ""0.15"", ""0.05"", ""0.20""]}, {""question"": ""What is the 75th percentile RCV value for fungal orthologous genes?"", ""options"": [""0.18"", ""0.27"", ""0.24"", ""0.32""]}]",CapsuleFolder-ebc7c8a6-ba34-46db-bf8c-b3e310434ba9.zip
d37acffb-d802-4ce0-8caa-66f50667367a,bix-46,Genes that are downregulated in either ΔrhlI or ΔlasI strains are candidates for receiving complementation from the other strain and are therefore important candidates for mediating division of labor.,"['RNA-seq', 'Differential Expression Analysis', 'Transcriptomics']",https://doi.org/10.17912/micropub.biology.001326,"[{""question"": ""What expression pattern in the mexGHI operon genes would suggest they were promising candidates for mediating division of labor between \u0394rhlI (strain #97) and \u0394lasI (strain #98) strains?"", ""options"": [""Strong upregulation in \u0394rhlI (strain #97) and downregulation in \u0394lasI (strain #98)"", ""No significant change in either strain"", ""Strong downregulation in \u0394rhlI (strain #97) and no change/upregulaton in \u0394lasI (strain #98)"", ""Equal downregulation in both strains""]}, {""question"": ""What is the log2 fold change value for mexG expression in \u0394rhlI (strain #97) compared to wt (strain #1)?"", ""options"": [""-2.09"", ""-4.01"", ""-4.96"", ""-5.45""]}, {""question"": ""How many genes with a log2 fold ratio lower than -4 show significant differential expression (padj < 0.05) exclusively in \u0394lasI (strain #98) but not in \u0394rhlI (strain #97)?"", ""options"": [""35"", ""45"", ""15"", ""8""]}, {""question"": ""Based on differential expression analysis of \u0394rhlI (strain #97) vs. wt (strain #1), which metabolic pathway is most strongly down regulated in \u0394rhlI (strain #97)?"", ""options"": [""Quorum sensing"", ""Rhamnolipid production"", ""Biofilm formation"", ""Phenazine biosynthesis""]}, {""question"": ""How many genes show significant downregulation, at a log2 fold change lower than -5, exclusively in \u0394rhlI (strain #97)?"", ""options"": [""8"", ""5"", ""8"", ""12""]}, {""question"": ""What is the log2 fold change value for the phenazine pathway gene PA14_35160 in the \u0394rhlI mutant?"", ""options"": [""-4.10"", ""-2.85"", ""-0.62"", ""-1.95""]}]",CapsuleFolder-d37acffb-d802-4ce0-8caa-66f50667367a.zip
4a336d0c-3d6b-440a-bfb0-437b26a00af3,bix-47,"We hypothesize that the gene distribution of putative somatic CHIP variants are not significantly different across individuals with or without mutations in the BLM gene (i.e. Bloom syndrome probands, carriers, and controls).","['Genomics', 'Genomic Variant Analysis']",doi.org/10.3324/haematol.2024.285239,"[{""question"": ""How does the distribution of somatic CHIP variants change across individuals with or without mutations in the BLM gene?"", ""options"": [""It is significantly higher in individuals with mutations in the BLM gene"", ""It doesn't change significantly"", ""It is significantly higher in individuals without mutations in the BLM gene"", ""No CHIP variants are present in the population""]}, {""question"": ""What is the name of the gene showing the highest number of CHIP variants across all samples?"", ""options"": [""P502"", ""P557"", ""SRR5566591"", ""P184""]}, {""question"": ""In the hierarchical clustering analysis, what is the cophenetic correlation coefficient between the gene clustering and the original distance matrix?"", ""options"": [""0.82"", ""0.75"", ""0.91"", ""0.67""]}, {""question"": ""What is the ratio of missense to nonsense variants in CHIP genes among control children samples?"", ""options"": [""4.7:1"", ""5.9:1"", ""3.4:1"", ""2.1:1""]}]",CapsuleFolder-4a336d0c-3d6b-440a-bfb0-437b26a00af3.zip
a45810bb-beee-466a-b31f-ba60268afa53,bix-48,Fungi have faster evolutionary rates compared to animals.,"['Genomics', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""Using the average mean pairwise identity values from single-copy orthologous genes, what is the statistical relationship between evolutionary rates in animals and fungi?"", ""options"": [""Animals evolve 1.5x faster than fungi with p < 0.0001"", ""No significant difference exists between animal and fungal evolutionary rates"", ""Animals evolve 2.5x faster than fungi with p < 0.0001"", ""Fungi evolve 1.5x faster than animals with p < 0.0001""]}, {""question"": ""What is the distribution pattern of median evolutionary rates across single-copy orthologous genes in animals?"", ""options"": [""Right-skewed distribution with median 0.46 pairwise identity"", ""Left-skewed distribution with median 0.55 pairwise identity"", ""Bimodal distribution with peaks at 0.3 and 0.7 pairwise identity"", ""Normal distribution centered at 0.47 pairwise identity""]}, {""question"": ""What is the ratio of standard deviation medians in evolutionary rates between animals and fungi?"", ""options"": [""Animals show 2.5x higher standard deviation than fungi"", ""Animals show 3.5x higher standard deviation than fungi"", ""Fungi show 1.5x higher standard deviation than animals"", ""Animals show 1.2x higher standard deviation than fungi""]}, {""question"": ""What proportion of single-copy orthologous genes show faster median evolutionary rates in animals compared to the median fungi evolutionary rate?"", ""options"": [""45% of genes have a higher median evolutionary rate in animals"", ""33% of genes have a higher median evolutionary rate in animals"", ""72% of genes have a higher median evolutionary rate in animals"", ""63% of genes have a higher median evolutionary rate in animals""]}, {""question"": ""What is the average mean evolutionary rate for fungal species based on pairwise sequence identities?"", ""options"": [""0.68"", ""0.54"", ""0.32"", ""0.39""]}, {""question"": ""What is the difference in average median evolutionary rates between animals and fungi?"", ""options"": [""0.09"", ""0.36"", ""0.24"", ""0.48""]}, {""question"": ""What is the average standard deviation of evolutionary rates among fungal species?"", ""options"": [""0.09"", ""0.21"", ""0.15"", ""0.28""]}]",CapsuleFolder-a45810bb-beee-466a-b31f-ba60268afa53.zip
4ef3fcd8-1c35-466f-9d93-49b92f4ea760,bix-49,"Truncating ASXL1 mutations that cause Bohring-Opitz syndrome will lead to significant dysregulation of gene expression in blood RNA-seq, with a higher number of differentially expressed genes (DEGs) compared to fibroblast RNA-seq due to the complex cellular composition of blood.","['RNA-seq', 'Differential Expression Analysis', 'Transcriptomics']",https://doi.org/10.1172/jci.insight.167744,"[{""question"": ""What is the ratio of blood-specific DEGs to fibroblast-specific DEGs in the ASXL1 mutation analysis?"", ""options"": [""15:1"", ""8:1"", ""12:1"", ""6:1""]}, {""question"": ""What is the maximum log2 fold change observed among statistically significant DEGs in the blood RNA-seq analysis, after adjusting the differential gene expression model with the available metadata?"", ""options"": [""4.21"", ""3.30"", ""3.82"", ""2.87""]}, {""question"": ""What is the adjusted p-value of GRIK5 when performing differential expression analysis on the blood RNA-seq dataset?"", ""options"": [""8.44e-07"", ""7.04e-26"", ""1.42e-05"", ""8.93e-10""]}, {""question"": ""How many genes show a positive log2 fold change (upregulation) among the significant (padj < 0.05) DEGs in the blood RNA-seq analysis?"", ""options"": [""1054"", ""2118"", ""952"", ""833""]}, {""question"": ""What is the total number of significantly dysregulated genes (padj < 0.05) identified in the blood RNA-seq analysis?"", ""options"": [""1106"", ""1766"", ""472"", ""177""]}, {""question"": ""What is the log2 fold change value for the GRIK5 gene in the differential expression analysis?"", ""options"": [""4.803"", ""2.871"", ""4.089"", ""3.458""]}]",CapsuleFolder-4ef3fcd8-1c35-466f-9d93-49b92f4ea760.zip
d49cde68-cc3a-479d-88cb-11302207ac3c,bix-50,The site-wise evolutionary rates in fungi will be faster than those of animals.,"['Whole Genome Sequencing (WGS)', 'Phylogenetics and Evolutionary Analysis']",Not Available,"[{""question"": ""What is the median evolutionary rate per site, as measured by compositional bias, in fungal proteomes compared to animal proteomes?"", ""options"": [""0.36 in fungi vs 0.0 in animals"", ""0.45 in fungi vs 0.25 in animals"", ""0.28 in fungi vs 0.32 in animals"", ""0.25 in fungi vs 0.45 in animals""]}, {""question"": ""What percentage of sites in fungal proteomes show evolutionary rates above 0.4?"", ""options"": [""25%"", ""15%"", ""45%"", ""35%""]}, {""question"": ""How many rapidly evolving sites (compositional bias > 0.5) are present in animal proteomes?"", ""options"": [""5,000 sites"", ""10,000 sites"", ""7,500 sites"", ""2,500 sites""]}, {""question"": ""What is the Mann-Whitney U test statistic when comparing evolutionary rates between animal and fungal proteomes?"", ""options"": [""5,492,955,849.5"", ""6,492,955,849.5"", ""7,492,955,849.5"", ""8,492,955,849.5""]}]",CapsuleFolder-d49cde68-cc3a-479d-88cb-11302207ac3c.zip
93f63fb8-b56c-4ad1-8d3b-d651e2107423,bix-51,"Patient demographics (age, BMI, gender) significantly influence the likelihood of achieving remission (CR/PR) with camrelizumab in advanced hepatocellular carcinoma",['Other'],Not Available,"[{""question"": ""Using a logistic regression model, with age, BMI and gender as predictors (combined model) what is the predicted probability of achieving remission (CR/PR) with camrelizumab treatment in patients aged 65-75?"", ""options"": [""0.25-0.35"", ""0.65-0.75"", ""0.15-0.25"", ""0.45-0.55""]}, {""question"": ""What is the AIC value for the logistic regression model containing only BMI as a predictor?"", ""options"": [""105.16"", ""111.81"", ""104.14"", ""114.85""]}, {""question"": ""What is the p-value for the effect of age in the logistic regression model that uses age, BMI, and gender as predictors (combined model)?"", ""options"": [""0.0021"", ""0.2624"", ""0.0025"", ""0.1363""]}, {""question"": ""What is the change in log-odds of remission for each year increase in patient age, when using the combined model?"", ""options"": [""-0.07495"", ""-0.07951"", ""0.16212"", ""-0.61320""]}, {""question"": ""What is the p-value for BMI as an individual predictor of camrelizumab treatment response in a simple logistic regression model?"", ""options"": [""0.1363"", ""0.0865"", ""0.9588"", ""0.0025""]}, {""question"": ""What is the AIC value for the logistic regression model using only age as a predictor of camrelizumab treatment response?"", ""options"": [""111.81"", ""105.16"", ""114.85"", ""104.14""]}]",CapsuleFolder-93f63fb8-b56c-4ad1-8d3b-d651e2107423.zip
4dceea58-7d66-4576-bfc6-88c026d5b7a9,bix-52,Age-Related DNA Methylation is Equally Distributed Across Chromosomes,['Epigenomics'],https://doi.org/10.5061/dryad.wm37pvmw8,"[{""question"": ""What is the ratio of filtered (>90% or <10% methylation) age-related CpG density between chromosome W and chromosome 1 in the Zebra Finch genome?"", ""options"": [""0.5"", ""2.0"", ""1.0"", ""1.5""]}, {""question"": ""What is the genome-wide average density of age-related CpGs per base pair in the Jackdaw genome?"", ""options"": [""5.3 x 10^-7"", ""3.1 x 10^-7"", ""1.2 x 10^-6"", ""6.0 x 10^-8""]}, {""question"": ""What is the chi-square statistic for the distribution of filtered age-related CpG sites (>90% or <10% methylation) across chromosomes in the Zebra Finch genome?"", ""options"": [""156.42"", ""458.27"", ""214.93"", ""328.15""]}, {""question"": ""What is the difference in proportion of age-related CpGs found on chromosome 2 between Zebra Finch and Jackdaw?"", ""options"": [""0.08"", ""0.12"", ""0.02"", ""0.05""]}, {""question"": ""What is the density of filtered age-related CpG sites (>90% or <10% methylation) on chromosome Z in the Zebra Finch genome?"", ""options"": [""0.00000470 CpGs per base"", ""0.000000639 CpGs per base"", ""0.00000676 CpGs per base"", ""0.00000842 CpGs per base""]}, {""question"": ""Which chromosome in the Jackdaw genome shows the highest density of age-related CpG sites?"", ""options"": [""Chromosome 32"", ""Chromosome W"", ""Chromosome 1"", ""Chromosome Z""]}]",CapsuleFolder-4dceea58-7d66-4576-bfc6-88c026d5b7a9.zip
308d53bf-1513-4a09-913b-3a1112f94e7b,bix-53,UBEM2 KD in macrophages attenuates antioxidant processes in the cells,"['Differential Expression Analysis', 'RNA-seq', 'Transcriptomics']","https://zenodo.org/records/14063261, https://www.jbc.org/article/S0021-9258(24)02587-0/fulltext","[{""question"": ""What is the relative enrichment ranking of oxidative stress-related pathways compared to inflammatory response pathways in the WikiPathways analysis of UBEM2 KD effects?"", ""options"": [""Oxidative stress pathways are among the top 5 most enriched pathways"", ""Oxidative stress pathways appear only after the top 10 most enriched pathways"", ""Inflammatory response pathways and oxidative stress pathways show equal enrichment"", ""No oxidative stress pathways appear in the enrichment analysis""]}, {""question"": ""How does the removal of the third replicate from both conditions affect the number of significantly differentially expressed genes identified?"", ""options"": [""No change in the number of significant genes"", ""Decreases from 1942 to 1416 significant genes"", ""Increases from 1416 to 1942 significant genes"", ""All genes become non-significant""]}, {""question"": ""What is the number of DGEs which contribute to the glutathione metabolism pathway enrichment in the UBEM2 KD condition?"", ""options"": [""22/64 genes"", ""9/64 genes"", ""9/22 genes"", ""22/9 genes""]}, {""question"": ""What is the adjusted p-value for the enrichment of the oxidative stress pathway in the WikiPathways analysis?"", ""options"": [""1.077120e-04"", ""6.458305e-05"", ""3.011783e-06"", ""6.250315e-07""]}, {""question"": ""What is the proportion of oxidative stress-related pathways among the top 20 enriched pathways in the WikiPathways analysis?"", ""options"": [""12 out of 20 pathways"", ""8 out of 20 pathways"", ""5 out of 20 pathways"", ""2 out of 20 pathways""]}, {""question"": ""What is the most significantly enriched pathway in the KEGG analysis in the UBEM2 KD model?"", ""options"": [""TNF signaling pathway"", ""Leishmaniasis"", ""Cytokine-cytokine receptor interaction"", ""Chemokine signaling pathway""]}, {""question"": ""How does sample clustering in the PCA plot change after removing the third replicate from both conditions?"", ""options"": [""Only WT samples show remaining variation"", ""No variation remains between replicates"", ""Both conditions show equal variation"", ""Only KD samples show remaining variation""]}]",CapsuleFolder-308d53bf-1513-4a09-913b-3a1112f94e7b.zip
9e52daf6-ca58-43e8-e732-fbac3459d295,bix-54,"QS gene mutants ΔrhlI and ΔlasI demonstrate division of labor when they are co-cultured at an optimal ratio, leading to improved fitness even when compared with wildtype fitness.",['Imaging'],https://doi.org/10.17912/micropub.biology.001326,"[{""question"": ""At what frequency ratio of \u0394rhlI to total population is the maximum swarming area predicted?"", ""options"": [""0.813"", ""0.907"", ""0.500"", ""0.703""]}, {""question"": ""What is the R-squared value for the cubic model fit to the swarming area data?"", ""options"": [""0.3501"", ""0.7834"", ""0.5876"", ""0.8062""]}, {""question"": ""What is the lower bound of the 95% confidence interval for the peak swarming area according to the spline model?"", ""options"": [""159,664 mm\u00b2"", ""137,098 mm\u00b2"", ""114,531 mm\u00b2"", ""157,912 mm\u00b2""]}, {""question"": ""What is the p-value for the F-statistic in the spline model analysis of swarming area?"", ""options"": [""0.000428"", ""1.131e-11"", ""0.000287"", ""6.979e-07""]}, {""question"": ""At what frequency ratio of \u0394rhlI:\u0394lasI does the bacterial colony achieve its maximum area?"", ""options"": [""0.703"", ""0.813"", ""0.908"", ""0.500""]}, {""question"": ""What is the R-squared value for the spline model fit to the colony area data?"", ""options"": [""0.8062"", ""0.5876"", ""0.3501"", ""0.7834""]}, {""question"": ""What is the maximum colony area (in mm\u00b2) predicted across all statistical models?"", ""options"": [""184,372"", ""210,831"", ""113,394"", ""137,098""]}]",CapsuleFolder-9e52daf6-ca58-43e8-e732-fbac3459d295.zip
